Jerwan Mrs. Amin S (Marie Marthe Thuillard),femenino,23,2,SI,C
Strandberg Miss. Ida Sofia,femenino,22,3,NO,S
Clifford Mr. George Quincy,masculino,30,1,NO,S
Renouf Mr. Peter Henry,masculino,34,2,NO,S
Braund Mr. Lewis Richard,masculino,29,3,NO,S
Karlsson Mr. Nils August,masculino,22,3,NO,S
Hirvonen Miss. Hildur E,femenino,2,3,SI,S
Goodwin Master. Harold Victor,masculino,9,3,NO,S
Frost Mr. Anthony Wood Archie,masculino,30,2,NO,S
Rouse Mr. Richard Henry,masculino,50,3,NO,S
Turkula Mrs. (Hedwig),femenino,63,3,SI,S
Bishop Mr. Dickinson H,masculino,25,1,SI,C
Lefebre Miss. Jeannie,femenino,30,3,NO,S
Hoyt Mrs. Frederick Maxfield (Jane Anne Forby),femenino,35,1,SI,S
Kent Mr. Edward Austin,masculino,58,1,NO,C
Somerton Mr. Francis William,masculino,30,3,NO,S
Coutts Master. Eden Leslie Neville,masculino,9,3,SI,S
Hagland Mr. Konrad Mathias Reiersen,masculino,30,3,NO,S
Windelov Mr. Einar,masculino,21,3,NO,S
Molson Mr. Harry Markland,masculino,55,1,NO,S
Artagaveytia Mr. Ramon,masculino,71,1,NO,C
Stanley Mr. Edward Roland,masculino,21,3,NO,S
Yousseff Mr. Gerious,masculino,30,3,NO,C
Eustis Miss. Elizabeth Mussey,femenino,54,1,SI,C
Shellard Mr. Frederick William,masculino,30,3,NO,S
Allison Mrs. Hudson J C (Bessie Waldo Daniels),femenino,25,1,NO,S
Svensson Mr. Olof,masculino,24,3,NO,S
Calic Mr. Petar,masculino,17,3,NO,S
Canavan Miss. Mary,femenino,21,3,NO,Q
O'Sullivan Miss. Bridget Mary,femenino,30,3,NO,Q
Laitinen Miss. Kristina Sofia,femenino,37,3,NO,S
Maioni Miss. Roberta,femenino,16,1,SI,S
Penasco y Castellana Mr. Victor de Satode,masculino,18,1,NO,C
Quick Mrs. Frederick Charles (Jane Richards),femenino,33,2,SI,S
Bradley Mr. George (George Arthur Brayton),masculino,30,1,SI,S
Olsen Mr. Henry Margido,masculino,28,3,NO,S
Lang Mr. Fang,masculino,26,3,SI,S
Daly Mr. Eugene Patrick,masculino,29,3,SI,Q
Webber Mr. James,masculino,30,3,NO,S
McGough Mr. James Robert,masculino,36,1,SI,S
Rothschild Mrs. Martin (Elizabeth L. Barrett),femenino,54,1,SI,C
Coleff Mr. Satio,masculino,24,3,NO,S
Walker Mr. William Anderson,masculino,47,1,NO,S
Lemore Mrs. (Amelia Milley),femenino,34,2,SI,S
Ryan Mr. Patrick,masculino,30,3,NO,Q
Angle Mrs. William A (Florence Mary Agnes Hughes),femenino,36,2,SI,S
Pavlovic Mr. Stefo,masculino,32,3,NO,S
Perreault Miss. Anne,femenino,30,1,SI,S
Vovk Mr. Janko,masculino,22,3,NO,S
Lahoud Mr. Sarkis,masculino,30,3,NO,C
Hippach Mrs. Louis Albert (Ida Sophia Fischer),femenino,44,1,SI,C
Kassem Mr. Fared,masculino,30,3,NO,C
Farrell Mr. James,masculino,30,3,NO,Q
Ridsdale Miss. Lucy,femenino,50,2,SI,S
Farthing Mr. John,masculino,30,1,NO,S
Salonen Mr. Johan Werner,masculino,39,3,NO,S
Hocking Mr. Richard George,masculino,23,2,NO,S
Quick Miss. Phyllis May,femenino,2,2,SI,S
Toufik Mr. Nakli,masculino,30,3,NO,C
Elias Mr. Joseph Jr,masculino,17,3,NO,C
Peter Mrs. Catherine (Catherine Rizk),femenino,30,3,SI,C
Cacic Miss. Marija,femenino,30,3,NO,S
Hart Miss. Eva Miriam,femenino,7,2,SI,S
Butt Major. Archibald Willingham,masculino,45,1,NO,S
LeRoy Miss. Bertha,femenino,30,1,SI,C
Risien Mr. Samuel Beard,masculino,30,3,NO,S
Frolicher Miss. Hedwig Margaritha,femenino,22,1,SI,C
Crosby Miss. Harriet R,femenino,36,1,SI,S
Andersson Miss. Ingeborg Constanzia,femenino,9,3,NO,S
Andersson Miss. Sigrid Elisabeth,femenino,11,3,NO,S
Beane Mr. Edward,masculino,32,2,SI,S
Douglas Mr. Walter Donald,masculino,50,1,NO,C
Nicholson Mr. Arthur Ernest,masculino,64,1,NO,S
Beane Mrs. Edward (Ethel Clarke),femenino,19,2,SI,S
Padro y Manent Mr. Julian,masculino,30,2,SI,C
Goldsmith Mr. Frank John,masculino,33,3,NO,S
Davies Master. John Morgan Jr,masculino,8,2,SI,S
Thayer Mr. John Borland Jr,masculino,17,1,SI,C
Sharp Mr. Percival James R,masculino,27,2,NO,S
O'Brien Mr. Timothy,masculino,30,3,NO,Q
Leeni Mr. Fahim (Philip Zenni),masculino,22,3,SI,C
Ohman Miss. Velin,femenino,22,3,SI,S
Wright Mr. George,masculino,62,1,NO,S
Duff Gordon Lady. (Lucille Christiana Sutherland) (Mrs Morgan),femenino,48,1,SI,C
Robbins Mr. Victor,masculino,30,1,NO,C
Taussig Mrs. Emil (Tillie Mandelbaum),femenino,39,1,SI,S
de Messemaeker Mrs. Guillaume Joseph (Emma),femenino,36,3,SI,S
Morrow Mr. Thomas Rowan,masculino,30,3,NO,Q
Sivic Mr. Husein,masculino,40,3,NO,S
Norman Mr. Robert Douglas,masculino,28,2,NO,S
Simmons Mr. John,masculino,30,3,NO,S
Meanwell Miss. (Marion Ogden),femenino,30,3,NO,S
Davies Mr. Alfred J,masculino,24,3,NO,S
Stoytcheff Mr. Ilia,masculino,19,3,NO,S
Palsson Mrs. Nils (Alma Cornelia Berglund),femenino,29,3,NO,S
Doharr Mr. Tannous,masculino,30,3,NO,C
Jonsson Mr. Carl,masculino,32,3,SI,S
Harris Mr. George,masculino,62,2,SI,S
Appleton Mrs. Edward Dale (Charlotte Lamson),femenino,53,1,SI,S
Flynn Mr. John Irwin (Irving),masculino,36,1,SI,S
Kelly Miss. Mary,femenino,30,3,SI,Q
Rush Mr. Alfred George John,masculino,16,3,NO,S
Patchett Mr. George,masculino,19,3,NO,S
Garside Miss. Ethel,femenino,34,2,SI,S
Silvey Mrs. William Baird (Alice Munger),femenino,39,1,SI,S
Caram Mrs. Joseph (Maria Elias),femenino,30,3,NO,C
Jussila Mr. Eiriik,masculino,32,3,SI,S
Christy Miss. Julie Rachel,femenino,25,2,SI,S
Thayer Mrs. John Borland (Marian Longstreth Morris),femenino,39,1,SI,C
Downton Mr. William James,masculino,54,2,NO,S
Ross Mr. John Hugo,masculino,36,1,NO,C
Paulner Mr. Uscher,masculino,30,3,NO,C
Taussig Miss. Ruth,femenino,18,1,SI,S
Jarvis Mr. John Denzil,masculino,47,2,NO,S
Frolicher-Stehli Mr. Maxmillian,masculino,60,1,SI,C
Gilinski Mr. Eliezer,masculino,22,3,NO,S
Murdlin Mr. Joseph,masculino,30,3,NO,S
Rintamaki Mr. Matti,masculino,35,3,NO,S
Stephenson Mrs. Walter Bertram (Martha Eustis),femenino,52,1,SI,C
Elsbury Mr. William James,masculino,47,3,NO,S
Bourke Miss. Mary,femenino,30,3,NO,Q
Chapman Mr. John Henry,masculino,37,2,NO,S
Van Impe Mr. Jean Baptiste,masculino,36,3,NO,S
Leitch Miss. Jessie Wills,femenino,30,2,SI,S
Johnson Mr. Alfred,masculino,49,3,NO,S
Boulos Mr. Hanna,masculino,30,3,NO,C
Duff Gordon Sir. Cosmo Edmund (Mr Morgan),masculino,49,1,SI,C
Jacobsohn Mrs. Sidney Samuel (Amy Frances Christy),femenino,24,2,SI,S
Slabenoff Mr. Petco,masculino,30,3,NO,S
Harrington Mr. Charles H,masculino,30,1,NO,S
Torber Mr. Ernst William,masculino,44,3,NO,S
Homer Mr. Harry (Mr E Haven),masculino,35,1,SI,C
Lindell Mr. Edvard Bengtsson,masculino,36,3,NO,S
Karaic Mr. Milan,masculino,30,3,NO,S
Daniel Mr. Robert Williams,masculino,27,1,SI,S
Laroche Mrs. Joseph (Juliette Marie Louise Lafargue),femenino,22,2,SI,C
Shutes Miss. Elizabeth W,femenino,40,1,SI,S
Andersson Mrs. Anders Johan (Alfrida Konstantia Brogren),femenino,39,3,NO,S
Jardin Mr. Jose Neto,masculino,30,3,NO,S
Murphy Miss. Margaret Jane,femenino,30,3,SI,Q
Horgan Mr. John,masculino,30,3,NO,Q
Brocklebank Mr. William Alfred,masculino,35,3,NO,S
Herman Miss. Alice,femenino,24,2,SI,S
Danbom Mr. Ernst Gilbert,masculino,34,3,NO,S
Lobb Mrs. William Arthur (Cordelia K Stanlick),femenino,26,3,NO,S
Becker Miss. Marion Louise,femenino,4,2,SI,S
Gavey Mr. Lawrence,masculino,26,2,NO,S
Yasbeck Mr. Antoni,masculino,27,3,NO,C
Kimball Mr. Edwin Nelson Jr,masculino,42,1,SI,S
Nakid Mr. Sahid,masculino,20,3,SI,C
Hansen Mr. Henry Damsgaard,masculino,21,3,NO,S
Bowen Mr. David John Dai,masculino,21,3,NO,S
Sutton Mr. Frederick,masculino,61,1,NO,S
Kirkland Rev. Charles Leonard,masculino,57,2,NO,Q
Longley Miss. Gretchen Fiske,femenino,21,1,SI,S
Bostandyeff Mr. Guentcho,masculino,26,3,NO,S
O'Connell Mr. Patrick D,masculino,30,3,NO,Q
Barkworth Mr. Algernon Henry Wilson,masculino,80,1,SI,S
Lundahl Mr. Johan Svensson,masculino,51,3,NO,S
Stahelin-Maeglin Dr. Max,masculino,32,1,SI,C
Parr Mr. William Henry Marsh,masculino,30,1,NO,S
Skoog Miss. Mabel,femenino,9,3,NO,S
Davis Miss. Mary,femenino,28,2,SI,S
Leinonen Mr. Antti Gustaf,masculino,32,3,NO,S
Collyer Mr. Harvey,masculino,31,2,NO,S
Panula Mrs. Juha (Maria Emilia Ojala),femenino,41,3,NO,S
Thorneycroft Mr. Percival,masculino,30,3,NO,S
Jensen Mr. Hans Peder,masculino,20,3,NO,S
Sagesser Mlle. Emma,femenino,24,1,SI,C
Skoog Miss. Margit Elizabeth,femenino,2,3,NO,S
Foo Mr. Choong,masculino,30,3,SI,S
Baclini Miss. Eugenie,femenino,75,3,SI,C
Harper Mr. Henry Sleeper,masculino,48,1,SI,C
Cor Mr. Liudevit,masculino,19,3,NO,S
Simonius-Blumer Col. Oberst Alfons,masculino,56,1,SI,C
Willey Mr. Edward,masculino,30,3,NO,S
Stanley Miss. Amy Zillah Elsie,femenino,23,3,SI,S
Mitkoff Mr. Mito,masculino,30,3,NO,S
Doling Miss. Elsie,femenino,18,2,SI,S
Kalvik Mr. Johannes Halvorsen,masculino,21,3,NO,S
O'Leary Miss. Hanora Norah,femenino,30,3,SI,Q
Hegarty Miss. Hanora Nora,femenino,18,3,NO,Q
Hickman Mr. Leonard Mark,masculino,24,2,NO,S
Radeff Mr. Alexander,masculino,30,3,NO,S
Bourke Mrs. John (Catherine),femenino,32,3,NO,Q
Eitemiller Mr. George Floyd,masculino,23,2,NO,S
Newell Mr. Arthur Webster,masculino,58,1,NO,C
Frauenthal Dr. Henry William,masculino,50,1,SI,S
Badt Mr. Mohamed,masculino,40,3,NO,C
Colley Mr. Edward Pomeroy,masculino,47,1,NO,S
Coleff Mr. Peju,masculino,36,3,NO,S
Lindqvist Mr. Eino William,masculino,20,3,SI,S
Hickman Mr. Lewis,masculino,32,2,NO,S
Butler Mr. Reginald Fenton,masculino,25,2,NO,S
Rommetvedt Mr. Knud Paust,masculino,30,3,NO,S
Cook Mr. Jacob,masculino,43,3,NO,S
Taylor Mrs. Elmer Zebley (Juliet Cummins Wright),femenino,30,1,SI,S
Brown Mrs. Thomas William Solomon (Elizabeth Catherine Ford),femenino,40,2,SI,S
Davidson Mr. Thornton,masculino,31,1,NO,S
Mitchell Mr. Henry Michael,masculino,70,2,NO,S
Wilhelms Mr. Charles,masculino,31,2,SI,S
Watson Mr. Ennis Hastings,masculino,30,2,NO,S
Edvardsson Mr. Gustaf Hjalmar,masculino,18,3,NO,S
Sawyer Mr. Frederick Charles,masculino,30,3,NO,S
Turja Miss. Anna Sofia,femenino,18,3,SI,S
Goodwin Mrs. Frederick (Augusta Tyler),femenino,43,3,NO,S
Cardeza Mr. Thomas Drake Martinez,masculino,36,1,SI,C
Peters Miss. Katie,femenino,30,3,NO,Q
Hassab Mr. Hammad,masculino,27,1,SI,C
Olsvigen Mr. Thor Anderson,masculino,20,3,NO,S
Goodwin Mr. Charles Edward,masculino,14,3,NO,S
Brown Mr. Thomas William Solomon,masculino,60,2,NO,S
Laroche Mr. Joseph Philippe Lemercier,masculino,25,2,NO,C
Panula Mr. Jaako Arnold,masculino,14,3,NO,S
Dakic Mr. Branko,masculino,19,3,NO,S
Fischer Mr. Eberhard Thelander,masculino,18,3,NO,S
Madill Miss. Georgette Alexandra,femenino,15,1,SI,S
Dick Mr. Albert Adrian,masculino,31,1,SI,S
Karun Miss. Manca,femenino,4,3,SI,C
Lam Mr. Ali,masculino,30,3,SI,S
Saad Mr. Khalil,masculino,25,3,NO,C
Weir Col. John,masculino,60,1,NO,S
Chapman Mr. Charles Henry,masculino,52,2,NO,S
Kelly Mr. James,masculino,44,3,NO,S
Mullens Miss. Katherine Katie,femenino,30,3,SI,Q
Thayer Mr. John Borland,masculino,49,1,NO,C
Humblen Mr. Adolf Mathias Nicolai Olsen,masculino,42,3,NO,S
Astor Mrs. John Jacob (Madeleine Talmadge Force),femenino,18,1,SI,C
Silverthorne Mr. Spencer Victor,masculino,35,1,SI,S
Barbara Miss. Saiide,femenino,18,3,NO,C
Gallagher Mr. Martin,masculino,25,3,NO,Q
Hansen Mr. Henrik Juul,masculino,26,3,NO,S
Morley Mr. Henry Samuel (Mr Henry Marshall),masculino,39,2,NO,S
Kelly Mrs. Florence Fannie,femenino,45,2,SI,S
Calderhead Mr. Edward Pennington,masculino,42,1,SI,S
Cleaver Miss. Alice,femenino,22,1,SI,S
Moubarek Master. Halim Gonios (William George),masculino,30,3,SI,C
Mayne Mlle. Berthe Antonine (Mrs de Villiers),femenino,24,1,SI,C
Klaber Mr. Herman,masculino,30,1,NO,S
Taylor Mr. Elmer Zebley,masculino,48,1,SI,S
Larsson Mr. August Viktor,masculino,29,3,NO,S
Greenberg Mr. Samuel,masculino,52,2,NO,S
Soholt Mr. Peter Andreas Lauritz Andersen,masculino,19,3,NO,S
Endres Miss. Caroline Louise,femenino,38,1,SI,C
Troutt Miss. Edwina Celia Winnie,femenino,27,2,SI,S
McEvoy Mr. Michael,masculino,30,3,NO,Q
Johnson Mr. Malkolm Joackim,masculino,33,3,NO,S
Harper Miss. Annie Jessie Nina,femenino,6,2,SI,S
Jensen Mr. Svend Lauritz,masculino,17,3,NO,S
Gillespie Mr. William Henry,masculino,34,2,NO,S
Hodges Mr. Henry Price,masculino,50,2,NO,S
Chambers Mr. Norman Campbell,masculino,27,1,SI,S
Oreskovic Mr. Luka,masculino,20,3,NO,S
Renouf Mrs. Peter Henry (Lillian Jefferys),femenino,30,2,SI,S
Mannion Miss. Margareth,femenino,30,3,SI,Q
Bryhl Mr. Kurt Arnold Gottfrid,masculino,25,2,NO,S
Ilmakangas Miss. Pieta Sofia,femenino,25,3,NO,S
Allen Miss. Elisabeth Walton,femenino,29,1,SI,S
Hassan Mr. Houssein G N,masculino,11,3,NO,C
Knight Mr. Robert J,masculino,30,2,NO,S
Berriman Mr. William John,masculino,23,2,NO,S
Troupiansky Mr. Moses Aaron,masculino,23,2,NO,S
Williams Mr. Leslie,masculino,30,3,NO,S
Ford Mrs. Edward (Margaret Ann Watson),femenino,48,3,NO,S
Lesurer Mr. Gustave J,masculino,35,1,SI,C
Ivanoff Mr. Kanio,masculino,30,3,NO,S
Nankoff Mr. Minko,masculino,30,3,NO,S
Hawksford Mr. Walter James,masculino,30,1,SI,S
Cavendish Mr. Tyrell William,masculino,36,1,NO,S
Ryerson Miss. Susan Parker Suzette,femenino,21,1,SI,C
McNamee Mr. Neal,masculino,24,3,NO,S
Stranden Mr. Juho,masculino,31,3,SI,S
Crosby Capt. Edward Gifford,masculino,70,1,NO,S
Abbott Mr. Rossmore Edward,masculino,16,3,NO,S
Sinkkonen Miss. Anna,femenino,30,2,SI,S
Marvin Mr. Daniel Warner,masculino,19,1,NO,S
Connaghton Mr. Michael,masculino,31,3,NO,Q
Wells Miss. Joan,femenino,4,2,SI,S
Moor Master. Meier,masculino,6,3,SI,S
Vande Velde Mr. Johannes Joseph,masculino,33,3,NO,S
Jonkoff Mr. Lalio,masculino,23,3,NO,S
Herman Mrs. Samuel (Jane Laver),femenino,48,2,SI,S
Hamalainen Master. Viljo,masculino,67,2,SI,S
Carlsson Mr. August Sigfrid,masculino,28,3,NO,S
Bailey Mr. Percy Andrew,masculino,18,2,NO,S
Theobald Mr. Thomas Leonard,masculino,34,3,NO,S
Rothes the Countess. of (Lucy Noel Martha Dyer-Edwards),femenino,33,1,SI,S
Garfirth Mr. John,masculino,30,3,NO,S
Nirva Mr. Iisakki Antino Aijo,masculino,41,3,NO,S
Barah Mr. Hanna Assi,masculino,20,3,SI,C
Carter Mrs. William Ernest (Lucile Polk),femenino,36,1,SI,S
Eklund Mr. Hans Linus,masculino,16,3,NO,S
Hogeboom Mrs. John C (Anna Andrews),femenino,51,1,SI,S
Brewe Dr. Arthur Jackson,masculino,30,1,NO,C
Mangan Miss. Mary,femenino,30,3,NO,Q
Moran Mr. Daniel J,masculino,30,3,NO,Q
Gronnestad Mr. Daniel Danielsen,masculino,32,3,NO,S
Lievens Mr. Rene Aime,masculino,24,3,NO,S
Jensen Mr. Niels Peder,masculino,48,3,NO,S
Mack Mrs. (Mary),femenino,57,2,NO,S
Elias Mr. Dibo,masculino,30,3,NO,C
Hocking Mrs. Elizabeth (Eliza Needs),femenino,54,2,SI,S
Myhrman Mr. Pehr Fabian Oliver Malkolm,masculino,18,3,NO,S
Tobin Mr. Roger,masculino,30,3,NO,Q
Emanuel Miss. Virginia Ethel,femenino,5,3,SI,S
Kilgannon Mr. Thomas J,masculino,30,3,NO,Q
Robert Mrs. Edward Scott (Elisabeth Walton McMillan),femenino,43,1,SI,S
Ayoub Miss. Banoura,femenino,13,3,SI,C
Dick Mrs. Albert Adrian (Vera Gillespie),femenino,17,1,SI,S
Long Mr. Milton Clyde,masculino,29,1,NO,S
Johnston Mr. Andrew G,masculino,30,3,NO,S
Ali Mr. William,masculino,25,3,NO,S
Harmer Mr. Abraham (David Lishin),masculino,25,3,NO,S
Sjoblom Miss. Anna Sofia,femenino,18,3,SI,S
Rice Master. George Hugh,masculino,8,3,NO,Q
Dean Master. Bertram Vere,masculino,1,3,SI,S
Guggenheim Mr. Benjamin,masculino,46,1,NO,C
Keane Mr. Andrew Andy,masculino,30,3,NO,Q
Gaskell Mr. Alfred,masculino,16,2,NO,S
Sage Miss. Stella Anna,femenino,30,3,NO,S
Hoyt Mr. William Fisher,masculino,30,1,NO,C
Dantcheff Mr. Ristiu,masculino,25,3,NO,S
Otter Mr. Richard,masculino,39,2,NO,S
Leader Dr. Alice (Farnham),femenino,49,1,SI,S
Osman Mrs. Mara,femenino,31,3,SI,S
Ibrahim Shawah Mr. Yousseff,masculino,30,3,NO,C
Van Impe Mrs. Jean Baptiste (Rosalie Paula Govaert),femenino,30,3,NO,S
Ponesell Mr. Martin,masculino,34,2,NO,S
Collyer Mrs. Harvey (Charlotte Annie Tate),femenino,31,2,SI,S
Carter Master. William Thornton II,masculino,11,1,SI,S
Thomas Master. Assad Alexander,masculino,42,3,SI,C
Hedman Mr. Oskar Arvid,masculino,27,3,SI,S
Johansson Mr. Karl Johan,masculino,31,3,NO,S
Andrews Mr. Thomas Jr,masculino,39,1,NO,S
Pettersson Miss. Ellen Natalia,femenino,18,3,NO,S
Meyer Mr. August,masculino,39,2,NO,S
Chambers Mrs. Norman Campbell (Bertha Griggs),femenino,33,1,SI,S
Alexander Mr. William,masculino,26,3,NO,S
Lester Mr. James,masculino,39,3,NO,S
Slemen Mr. Richard James,masculino,35,2,NO,S
Andersson Miss. Ebba Iris Alfrida,femenino,6,3,NO,S
Tomlin Mr. Ernest Portage,masculino,30,3,NO,S
Fry Mr. Richard,masculino,30,1,NO,S
Heininen Miss. Wendla Maria,femenino,23,3,NO,S
Mallet Mr. Albert,masculino,31,2,NO,C
Holm Mr. John Fredrik Alexander,masculino,43,3,NO,S
Skoog Master. Karl Thorsten,masculino,10,3,NO,S
Hays Mrs. Charles Melville (Clara Jennings Gregg),femenino,52,1,SI,S
Lulic Mr. Nikola,masculino,27,3,SI,S
Reuchlin Jonkheer. John George,masculino,38,1,NO,S
Moor Mrs. (Beila),femenino,27,3,SI,S
Panula Master. Urho Abraham,masculino,2,3,NO,S
Flynn Mr. John,masculino,30,3,NO,Q
Lam Mr. Len,masculino,30,3,NO,S
Mallet Master. Andre,masculino,1,2,SI,C
McCormack Mr. Thomas Joseph,masculino,30,3,SI,Q
Stone Mrs. George Nelson (Martha Evelyn),femenino,62,1,SI,Q
Yasbeck Mrs. Antoni (Selini Alexander),femenino,15,3,SI,C
Richards Master. George Sibley,masculino,83,2,SI,S
Saad Mr. Amin,masculino,30,3,NO,C
Augustsson Mr. Albert,masculino,23,3,NO,S
Allum Mr. Owen George,masculino,18,3,NO,S
Compton Miss. Sara Rebecca,femenino,39,1,SI,C
Pasic Mr. Jakob,masculino,21,3,NO,S
Sirota Mr. Maurice,masculino,30,3,NO,S
Chip Mr. Chang,masculino,32,3,SI,S
Marechal Mr. Pierre,masculino,30,1,SI,C
Alhomaki Mr. Ilmari Rudolf,masculino,20,3,NO,S
Mudd Mr. Thomas Charles,masculino,16,2,NO,S
Serepeca Miss. Augusta,femenino,30,1,SI,C
Lemberopolous Mr. Peter L,masculino,30,3,NO,C
Culumovic Mr. Jeso,masculino,17,3,NO,S
Abbing Mr. Anthony,masculino,42,3,NO,S
Sage Mr. Douglas Bullen,masculino,30,3,NO,S
Markoff Mr. Marin,masculino,35,3,NO,C
Harper Rev. John,masculino,28,2,NO,S
Goldenberg Mrs. Samuel L (Edwiga Grabowska),femenino,30,1,SI,C
Andersson Master. Sigvard Harald Elias,masculino,4,3,NO,S
Svensson Mr. Johan,masculino,74,3,NO,S
Boulos Miss. Nourelain,femenino,9,3,NO,C
Lines Miss. Mary Conover,femenino,16,1,SI,S
Carter Mrs. Ernest Courtenay (Lilian Hughes),femenino,44,2,NO,S
Aks Mrs. Sam (Leah Rosen),femenino,18,3,SI,S
Wick Mrs. George Dennick (Mary Hitchcock),femenino,45,1,SI,S
Daly Mr. Peter Denis ,masculino,51,1,SI,S
Baclini Mrs. Solomon (Latifa Qurban),femenino,24,3,SI,C
Razi Mr. Raihed,masculino,30,3,NO,C
Hansen Mr. Claus Peter,masculino,41,3,NO,S
Giles Mr. Frederick Edward,masculino,21,2,NO,S
Swift Mrs. Frederick Joel (Margaret Welles Barron),femenino,48,1,SI,S
Sage Miss. Dorothy Edith Dolly,femenino,30,3,NO,S
Gill Mr. John William,masculino,24,2,NO,S
Bystrom Mrs. (Karolina),femenino,42,2,SI,S
Duran y More Miss. Asuncion,femenino,27,2,SI,C
Roebling Mr. Washington Augustus II,masculino,31,1,NO,S
van Melkebeke Mr. Philemon,masculino,30,3,NO,S
Johnson Master. Harold Theodor,masculino,4,3,SI,S
Balkic Mr. Cerin,masculino,26,3,NO,S
Beckwith Mrs. Richard Leonard (Sallie Monypeny),femenino,47,1,SI,S
Carlsson Mr. Frans Olof,masculino,33,1,NO,S
Vander Cruyssen Mr. Victor,masculino,47,3,NO,S
Abelson Mrs. Samuel (Hannah Wizosky),femenino,28,2,SI,C
Najib Miss. Adele Kiamie Jane,femenino,15,3,SI,C
Gustafsson Mr. Alfred Ossian,masculino,20,3,NO,S
Petroff Mr. Nedelio,masculino,19,3,NO,S
Laleff Mr. Kristo,masculino,30,3,NO,S
Potter Mrs. Thomas Jr (Lily Alexenia Wilson),femenino,56,1,SI,C
Shelley Mrs. William (Imanita Parrish Hall),femenino,25,2,SI,S
Markun Mr. Johann,masculino,33,3,NO,S
Dahlberg Miss. Gerda Ulrika,femenino,22,3,NO,S
Banfield Mr. Frederick James,masculino,28,2,NO,S
Sutehall Mr. Henry Jr,masculino,25,3,NO,S
Rice Mrs. William (Margaret Norton),femenino,39,3,NO,Q
Montvila Rev. Juozas,masculino,27,2,NO,S
Graham Miss. Margaret Edith,femenino,19,1,SI,S
Johnston Miss. Catherine Helen Carrie,femenino,30,3,NO,S
Behr Mr. Karl Howell,masculino,26,1,SI,C
Dooley Mr. Patrick,masculino,32,3,NO,Q
